filename,tokencount,nercount
15529009ddfa2092e303ed3495780a03.txt,4339,99
c547a78cf1894289005359a7d2c2f5a0.txt,4179,45
76d204039900642a1baf020374262ebc.txt,2440,25
b9c6b94aaad1ab70bd3113d8f11659ed.txt,1525,17
239932af18b06dae362c0839b5f60729.txt,147,2
87320138722d951de61e17f04fc7d6ca.txt,1972,64
f52d335d4dc7cff11d9e44bb57315bf7.txt,1314,19
1a14293aad36fc65cd613b7c1122980b.txt,844,21
f370d5615b911aa089d52748d6adc621.txt,311,5
38f24eaee75261da39df8810abc2de43.txt,2410,47
fd4a88f11e75cf77ab431be1f6aaac6b.txt,2125,87
6dde456fc84376b28b62a76fcf8c3a03.txt,1816,75
6e59997afd68bfb98550a72c821cb3e4.txt,2186,39
b227d3f9f50cf5ac404c112a29777c4e.txt,135,9
d43f6652b0c8736c3c6972dd245f952b.txt,2308,21
9dabb1526e88965a47cd2a94b0130e48.txt,496,9
a86d0c6ffd0caa8b1ab979112ca7708d.txt,2227,90
d4f4aca0f1c0fdd339cda5fc7b64a0b2.txt,3875,86
ddef21dd8fd26089e429a62163adaa16.txt,2923,70
e2ec6735a193b300906e7b0711e89d4d.txt,791,21
4a5940c3e2c232790bc30c2ee025e442.txt,1753,41
405cea1d5577059a15d27c238dc181a7.txt,2034,48
b7ca6426a3ab82ed430a834d1c2448bc.txt,3660,103
a1fe2e2782a576da83084dfe43cb73ca.txt,1348,23
ffff5f0602b52947c95001474fd8dc0c.txt,2302,73
0701caa356a8d9fcb460241c773ea540.txt,1483,28
9374557892d200c0292ef2ef48e79fed.txt,531,13
4d0409cf01b8dcdb7f36b3506796a579.txt,1815,33
d8068040db03d27067c8740ab8f97a4a.txt,367,17
e61e0adaf98800888d4a54cf8c7ad99a.txt,1534,16
468ba96b3e39f7a04d90c493b1ec2f59.txt,3836,71
bd7d370890190489cd87fd6468b3a310.txt,1400,23
6c3a28a0ba75fe03314457b6d0c8db4d.txt,1219,43
08bcc65777ee007b14e0a349db223b68.txt,1501,20
e152e5af8c58cac3ebb9a5274787a1d2.txt,946,13
8097a99887bf2f1261861f76df1b1d0b.txt,643,0
04ce8b7b190bc6c7d1be300c56aaf0eb.txt,1269,24
c0a5c284124b7d311bd8199088956ad1.txt,884,20
503066067e5c0a8e1cf86228948d87d2.txt,5242,115
d445d5df175629416e6fbc2b3d394d8e.txt,2382,15
28ca83be510bd5cb6243d9388a4aa9be.txt,735,26
20255be0758d7e13ceea197b55d63216.txt,675,7
93ac7d176a310f61fd1f369c56521cbe.txt,1427,53
2b2f11d6a892080cf64e34cd29781eae.txt,1972,43
b0651ae01be11fe8350ebc43eb8c956d.txt,590,13
7ebea27ff90be8678581cb15fa2bdd88.txt,730,17
3cda13b1a3f2fdc1670663323ae7caa8.txt,4207,92
3c09ca3bf0b9406af495fdc69b9f5748.txt,3353,102
68d23ee82e832504ea1d5421c4dbf836.txt,3738,138
a9f93acb73393251ae80147476c2a2db.txt,2326,25
feaf40d75b02d36fd88288395c97d007.txt,1404,36
c29541c430ae4bc9364d429bd84695ab.txt,1343,44
c201566d3fd1a6fee415524457f53d91.txt,1155,22
5a4d77209a822c9891cf91c6c55d2929.txt,2414,73
9df6063cdf0f20e71597ce6818e9e7c3.txt,3758,111
4aa220f2d00e4f3c763b8bef43f520fe.txt,2056,45
35d9e1beec90f4c8457f19c444a247e0.txt,717,15
5845d100003328b51b31325528a6cb85.txt,5559,151
2cb0e68cfb0665f85008ad7fb2e866f3.txt,1339,8
c996d887dd0f83512f95eaeff61d4ad8.txt,3392,102
d4d6dc18b423b42e3d3bdb64ef090b1a.txt,2289,44
666db9db0d9ac26341ac238021a4cc84.txt,2260,44
80146f0b6fe1a158fd7a4e4b4c26c46f.txt,1051,24
5b37a592cde023e87c1b087247287b8a.txt,3153,86
0058a813cc25d9b7c966de4d487542dd.txt,2338,43
066d7f4787434e842599c923a3f41cd1.txt,2500,61
2815b988a6e44f1c632d9da14b84ec8e.txt,2235,24
b6a9fafeb97dbc2f09cfe369449990d5.txt,854,17
953c5eaa0d8dcd0976ad5daa228f3813.txt,1576,45
943c319d023ed2c4acd861f1c47ddc71.txt,743,26
f74406be84c9e889975976a4174af8d1.txt,513,21
b0b860cb374affd09df45ce639fed712.txt,2330,38
cee0f3795d95e357dc29c7c757a948ae.txt,1965,35
cba26af25006bfabf56aa7a2fcd3f880.txt,497,18
5f76b73c140d4087992149ada8334123.txt,1437,12
c56ae859c5ac5b6cf6df5b10d67be196.txt,1316,12
73f70b4090e17d9c2435c353f0ad01a7.txt,2051,24
ca650455d0d4eabaa6defb20b5df35c5.txt,3021,75
d1985c5d8154c7f979236a7052e20adb.txt,1753,41
24b51fbae8816ba9b44c9e6c99a885cf.txt,2092,44
5cd09c8bec2d2f56a0fdfac0c9eb1086.txt,1568,48
7741dbbe2d76a411ef899b81985010ae.txt,3657,61
811eb41e2b5e5c85157cece5a80e7f09.txt,2714,65
e81f415e2f1cbe66f30014135e7234be.txt,3191,120
98eb788213205f2a262d6b942ccfc893.txt,2143,28
e6a2fe76a0631dad5c9e5989b3238044.txt,1697,8
07c6db2644f9a23df6ac41c37d6172ce.txt,3703,74
6a4573e09dbda5255137246d5a33baa7.txt,3674,76
6aeb3d32af74a72702334dfa4241a3e6.txt,1149,19
24504e244d03a9f9f31bf47ca0f766ca.txt,3255,78
a5dacecfedfd7fb34ca3ac5026db89c4.txt,3374,50
7dcec5aa7a371dac961084eb14056a43.txt,2886,76
4de668398f880bd5bafc200e1ede47e1.txt,1251,26
3b566df5a5c456deac3148e706d705e5.txt,949,13
a1d9697046e7f72da372e1d4368975ae.txt,1090,18
e0e94e13acd9d2c40ce7af1977ae1c10.txt,2411,50
404af93088e591350ad8522d83a02ef1.txt,1636,41
9941a001926871b6e91e547798148008.txt,3400,97
263483c2fa76dfc136e80a6c32111fc7.txt,1760,32
b2e455d7280120b75a8459ab369c26ae.txt,1519,29
ff01473bb3b7df709b32bd31130c8203.txt,715,23
71f4e7b43492ad67cbcd63aa97361b08.txt,2218,39
91d989a4d2f4073b962cdd66a7c54f91.txt,1664,71
ef0d93752551714bf432138a2c6e0433.txt,422,9
d0074e061bde492dfeb6a96e4212009d.txt,3246,52
c578f1d2d79fd81b8ea599d7f7e2e7e4.txt,2733,38
44850809450157a9e69ff048c5d5342e.txt,3843,65
937853a63d9a15aa3eb61f985bef8277.txt,878,8
9758296aa542c5b814da28ae7e15d2e0.txt,4514,86
b8d7866b9bea865b888b134980a054e9.txt,3374,50
8a918800983a88466d25f42c4c010d15.txt,604,19
2af32c91091403364d4433d7d8122a66.txt,2021,49
ee0c96a98968acfe38bda8457a7068ce.txt,269,2
be3b06da05155bbf1eac577249f209e3.txt,2491,55
0763f4e6ea44d5e581ecc9d26de1221f.txt,3088,111
d60c2384fda980c9592d01b853b9981b.txt,2919,50
af5c5fd070266a8a9068c7c96ce264ba.txt,2265,52
81b419f6e6cdb39505e92128c358fde5.txt,2193,49
808aa738e3a3f4fd33cfde79f2c9d78d.txt,1187,34
0a1368172d609bf64b5801e6e30327f3.txt,2832,52
e12cc1fdddf1f852a30b0d6232a14246.txt,2412,43
2f877af194fba44fd9168dddd1096edd.txt,3363,32
e7254ff72ef4bf85f883a9c175b53cee.txt,3325,49
c53bab50b5740ee4846d6aa266b63b05.txt,820,24
6240ae23f7cec2b5795fdc12386fcdea.txt,3600,57
9517497ada63405c66e381281b80ddf6.txt,1769,28
38f396e330ed623510da7c13d67587b3.txt,2263,51
74c9bca82a0d29829c18bb5ba43a60c3.txt,2241,44
1084bb96d28267b1673d495577167ab7.txt,2081,60
5ec70c55f10ae97d8a8e6ca6d2159698.txt,773,20
3c851af73c8257d0ea93e709e9c75791.txt,471,20
5dda416852db7fae95b7a981f014d68f.txt,1813,40
c1798d1610d6342e29a09a9139dfeb0f.txt,2338,62
12b62e67c40d15aa3f4a041b412d3559.txt,586,10
53e9c327b5d29e0a675262b8301bee0e.txt,2790,28
b38871b030361e3860c6bcc05439becb.txt,3475,135
16727b2117eae1fe77e6a603b4f70f04.txt,2040,23
5ce77a3d9445d9c85b6db09e7a92f9e6.txt,1949,78
97f8273e0175ede94d7e862fade4ecc6.txt,1150,24
01ecdc4cae582af7f7dc4931b02d980f.txt,4503,95
588aa24c7a62c62a0186da549bbcc296.txt,188,3
1687794d84a92584a3080464728ac739.txt,1290,11
da93f5b9aa4fc338da9f815b1200a6c5.txt,2957,101
f4e4e745992652b57e8869d9b278e20a.txt,2433,53
87223941054198370db129c398d66250.txt,1894,63
6d1594ebadbb06cddb57f95e4a94a833.txt,1424,43
017f3331482f2bbf33e60a7b53022711.txt,1949,12
b419fc1b35b36a5b847b7aa93c78c408.txt,1714,31
44e5a0bb4e1e53c6fc4da198e89891d4.txt,1408,32
c45f77af8dda86447a3f6cf9d4a579e0.txt,3109,73
2e6ecb39f7ce49a4d3d094f09e05980e.txt,867,7
1aadfa37f5da799683582a1d970c2d00.txt,1772,35
9c9d0204840a931faba4206aea34f28d.txt,4389,59
2ab37fe36f33810f9cc23d1e222afaad.txt,297,13
6bece7e56beebb265598703de376d4a2.txt,468,3
647a9e5e1ce91bfa468d53bc7900c3e5.txt,718,22
1bea51e868c7b3aa5c80ec358f5ead70.txt,3339,60
01f337989b37c3dd765f2572745c3399.txt,1797,23
81c0ee00ec309b20be7896617269818a.txt,2481,57
f41ba1b35021ae821c02f159a040804d.txt,3133,66
dc809ce4ed7647191c89c96a08c1bfde.txt,1250,25
91cf56ddb3c6ad900a182ba164a4036c.txt,3449,69
00725c53a59588689f994ecedc21c5ea.txt,3052,91
32aed855187550490454e4343c39fcc2.txt,4483,96
af0e1bb440a9a0476705e54d6697e19b.txt,3605,46
12f1c2aa90a3506e3a6d348def842538.txt,3806,51
18b0b81b6f574fe19dce5df57b4a77af.txt,2374,33
018242ff163c0182512c7cf082604051.txt,850,25
47834ef753b9e76145f1c4760cc2cc8b.txt,2282,23
fcaa31ee7206b69aba004c908da8a746.txt,1061,16
fce737d0bf143ac98be4ad0fe12ac97a.txt,1291,44
d40d8f419ff6b077445ce92f005bea7a.txt,2461,62
7978ed961cae3bf34589f1924027e463.txt,511,9
eb327e4553a64d8abb09e7b32c588abb.txt,3736,31
4b5acd64277bf3f2186cc04d33abdc63.txt,3466,54
127a5194fb586a22c8601b6e6b7e542b.txt,1603,20
c99ceea468aaf0384aff534385de8e1f.txt,784,29
00fed4b3eae3f8b81fa7b02674b3d921.txt,1908,48
5fe93998257bcfd8a171a0cc295e9c98.txt,1225,25
c0b8591c0ea3c3c3949183450c191d6b.txt,4256,130
45b56415fc12a3975e833cb98ec6eded.txt,2703,92
e20ce495cbd27d20b86e4489b7557de4.txt,695,18
bfe73198996bf78c5db040617167c26b.txt,172,9
bbec824a6aa187a76824d52a07cd7a01.txt,3213,135
5f4f362bbf03581067c857ff01fd8972.txt,5445,79
b504a26e33e56c14d74da9a3e21750c3.txt,1332,5
eaef7bae82a3ef25129d8e375a6dd110.txt,1990,36
9f26cb0b4247ba6e2ade858e61492260.txt,3244,74
7534658a1ae9c000d1eb6617c4cb7309.txt,4468,97
d0b490e4bf0bbc93b8cb5ed631ebe8f1.txt,2589,50
afce18c312286af761dc9b9c7a1557cb.txt,3694,24
58098c55c9f362e4c1e8a3eba614ea19.txt,527,15
b0cfea53763303b4619bd914605cb7ac.txt,1320,25
1cc7603663c9c02c3724f780af464f67.txt,764,14
786f14f88975661e23f9386f8382612a.txt,1091,21
13106098059c18e5e91063ee50ed9e89.txt,3779,80
25ee1df6bd0846b3f28d0eb0366850dd.txt,358,9
88506db348a5eb85d3c30bf8dbf3ea22.txt,1300,28
6eda9fc25f45d06b964368e0c9fdb2e9.txt,1491,38
59b58c4b683fed069c9bcbc4d848193b.txt,2212,54
f3b1ba2b6c2aba7514c62db3b2e966b5.txt,2478,40
00e48d2d718f9811ce8dcf68f78edc2f.txt,2132,51
aef3c0d2561909fcfff0f2a99a417503.txt,3225,147
5830b08acbda223d5b155d797c9a8a43.txt,1227,7
03e4f75545c0bcc44c573402f8197073.txt,3743,64
6d92cda66aee126f83c97f9f1f32c70d.txt,3959,78
7d1a36dc2776f38e8d4fb49fe2963d89.txt,1203,26
252771d30230f8ccb13161cd665c84a7.txt,2604,65
f7a98af6e8276a211b5b4db594bc9149.txt,1815,33
cbfd6bc365e02957408410433ffbea12.txt,1812,34
204fe740c29785049d107e1d4647c54d.txt,2003,8
0a09cb4043386657749a8001a655a0f3.txt,1216,21
382f3ea1b6f3b60b466d7f12a35f608f.txt,3053,40
21ee91fc21d4d41e0b3c61f21739e774.txt,1364,23
e9a0d769f2fa48dda6e73f7c0275c00d.txt,1591,40
bdf8d49f9ca9bd67a088fd8443cd9440.txt,1247,44
67d5b77968bdd21d8641cd6c370ae3c2.txt,1555,41
42fabbf4c7c965d04a36f5a1b3b38b69.txt,4135,92
3f733d2ed87c4efedbb46a72d53d6890.txt,1376,34
207cf39bd679b20eca12e7ae5334821d.txt,3846,123
387abeb9fed703f96a84b81676ab4814.txt,2312,68
855a86581d9d6dd88cc94d33ff38939f.txt,2262,54
0a22c9a05cc0c9ca3bc37f146d45fd24.txt,5122,116
a26b9176929269d396144e4483151e0d.txt,683,5
c1729900876cfa06120afc4e3b7f56dc.txt,751,33
a08ae4c7c39cfd9ca9958ddacd9be8ee.txt,4256,117
d120214261100898faf8923883fae558.txt,2674,77
8b1ed08efc732ef2f08eeab23a5e5aa8.txt,3661,103
01fc0e4fcf291ce07ed9fd70805cfb20.txt,840,11
b8ecab9228cc8c9c00f4f027561290c0.txt,1626,47
97d5da11d9e061c981e82ee7ef508d1a.txt,3134,77
b99adcec5b4865aac979406f3f01da3a.txt,177,6
ae129759853aed5f4f9fcb7967300a1a.txt,482,8
f811752578958747366ade4bdd5bc08b.txt,464,8
e72d467f2fe654422cd00f6c1a776336.txt,1167,22
7a52b7e4029e179326ded62af6d62b1d.txt,991,27
3c2e2b2cf764dc382c3393cbb70254a5.txt,1910,67
7de7eb0bea9d1e492a85452c9fbff8a7.txt,1353,30
d9a1d50a02d7b98d74dae973940f757e.txt,235,9
375921523e6fabb9efea36109286fbc4.txt,5046,82
42431d74807e1a79c00cf0335ccb78b3.txt,2093,35
75a908a1d8e4c15a2013436b9b2a71c2.txt,2429,37
58a1d2dabb43f7ba87b2c22667bfd02c.txt,655,9
a5e60c6c1fe8b68261191b6f8b335d19.txt,2500,72
30fa23383591fc09aeb81929afb93071.txt,848,32
8990970dc55d68709dc369c9add323ee.txt,330,3
8a027808c170b1587c63a87c8fa1bcca.txt,4276,94
8f60d7a9a8c47361a6145183e73b3e00.txt,731,8
37968fb8eaa8f5a3b4685ab9153669c1.txt,1083,26
b48dcf1e0921d9e8553167f2c483ce9c.txt,419,19
ad7aaa87838cf8bdaa54b5855eb614fa.txt,4165,95
80bca59a554c9ac64cf166f069059f3b.txt,1769,26
6c555cc81145ffce31f9092469918664.txt,3761,57
07899175af935bf58f7ef292ef483c51.txt,1800,32
139a86437f29febbcf1d837abf308d24.txt,714,4
bf1b8fe5046486eeefaaf9c9033445f1.txt,4913,109
bc464f421fe0fac5c131e39482cfd11b.txt,4073,82
823c4a7134fce74de8a1bbabb5c022d6.txt,709,18
f28ad98c821fe437b44b51e3fa86644a.txt,394,8
74c5ebc67bac047fafe6ba7c14e79c5a.txt,1943,30
602abc0a12aca64321e9778592f76037.txt,784,29
937093b85f6b0dff596b1bb9bdd35238.txt,1154,2
4143b2eb2698fe1a230aeb9452f99296.txt,2785,35
96467fd1bb6bad3a51bddb45f4ad2c1c.txt,1865,40
269ec6d7957eb236aecac742170c80d6.txt,3875,62
d2670a8f3761bbe48df3b181196aa827.txt,4932,73
715b9ad48309652eca1900a5a8a8fefb.txt,1224,22
50a0fcfdfb6f9b7a18213cfb256abcef.txt,2245,37
1acdcc9774c96b3de8df8dd0b2058c76.txt,1308,52
a52b82f2f8e3598f9750af77bdbe581f.txt,1421,32
3bc52391869004df77e0b23f56b812de.txt,1509,43
3a739ba2f0e6f9142dc91343fde7b439.txt,3818,145
5e5f74e9385accf53773de672196cf0a.txt,2446,21
097002bfa3de3d930c144330d8492399.txt,1384,44
e7ad2739125903ec994bf78a8cbc6a62.txt,3197,93
2e0f61436a668c5d10d95b9286ae3847.txt,1217,20
36a9bd0ab54ca16c8180a12da975960f.txt,1057,4
ce1728f6973f6ab426c3d046775376f2.txt,1460,27
e361a713d05a9db613c99228efbe42b1.txt,863,35
6213b686a948bb6989b044332b712be9.txt,1701,23
12584e190411e3d0e95d37876b4c1272.txt,1747,36
84975538f16b3277d31f1f3ed115ef02.txt,1583,18
2ebecb8a3af76f65138cbe039a320341.txt,5001,123
3a0e8ce9f2aec3fcc17f1358106db0af.txt,1831,29
5b80f524e093758e4b522c3956f89ef0.txt,1459,34
662b7d19c7119e94493ef1ff3f980c1a.txt,1857,57
fd3b901ea8a7623c7d3bfff6bec41ed4.txt,1327,14
481fe5153c0c037c9fbb988bb6fb9213.txt,699,21
86310d6a2ec819d4e51268a35a383a14.txt,253,5
e549b242d7bd72f0592bbe1b0c23eda4.txt,539,4
a2febc8e3fc910d6b52b837c0ee5643c.txt,813,11
31036b5147fd1b973e08d1be83b3c5fc.txt,3870,120
e646c33322e3c2394cfb9a042e3c3038.txt,1245,34
a2fd7483c26e540128351c6cdb0889e8.txt,1937,33
c62b1af4bc7683a6f9811674959fca4b.txt,478,8
d567ab681c5d821e8d3f3fc84aac7e2f.txt,1546,19
618f2300b9ec1a7a8c69fc487eacae2f.txt,4335,103
2750a862b1e9b5510f26927c320c7d55.txt,1585,37
32d7af2479c18f11e649392165ef94c2.txt,3160,102
7acd30531ef728d831e68b3899cef5c6.txt,2919,50
4843e4d3fa5ebeb9f4dff1708bb99c9a.txt,2420,30
81d7a7d5510ede5a2785ef3450f4fab2.txt,276,5
92e2b9a2322777922461631e0872cdbf.txt,1277,14
56c28bd2af095a67011339fd9f50d66c.txt,3642,80
c6ad0b82564bed2c6fd223d4f4ee86e9.txt,2390,43
6a8e1b959e9a9f9e7661a34c0deb1653.txt,673,18
f979ab96afbc24febc8ac542b918be11.txt,3189,79
0bf726ca4cc09b933d96e13cbd6b4926.txt,598,9
f11bc94257c526a130105c20cf80e9a4.txt,2861,32
7a494c1e1af815978da6cf2ce74f14a1.txt,1175,33
2fe60c5b592eedd801256947b4464918.txt,882,26
291304dbab199d3c4b49ac9192697ad6.txt,3830,103
e75648d3ebd419383de2d8fb8bd89aea.txt,4187,26
28b5f72b8bcc1895f9e45e56fda295d5.txt,2972,48
f4ea1339052bc84a3a1e2957055aa3b3.txt,2765,65
814ef5e119c9a3d5755af38c16a4755f.txt,3688,93
326d77a287c600222ed9d5c9c31a7a79.txt,1977,70
f773898044971e8ed70c951f9a36f2c3.txt,1935,45
8278fe3eaec86c28fcd6cc2ff0185ace.txt,2143,39
421fc75b2ff16de321c6ef7b9637b039.txt,1114,30
9db51fee554d227b89b7dda6ef11d6f8.txt,1191,38
dc347564c3a1e1a173f68d8ff8d41985.txt,1440,43
4d374f1dc002e482b47d2944f26dc509.txt,1294,44
a03c410183346518011528b711cb5622.txt,1311,34
f1f2f20c7e5b7a94b8d007b5ecfd9c28.txt,2014,71
89998ac4746a93cedd147b6bddb327d6.txt,3211,97
44a2414d0c99512b9e10f07da3094466.txt,2302,28
5e33348126a66817fbce654b99fd9b70.txt,4944,115
b86983ea4231d379274a288dabb50f8b.txt,4042,92
236866450461c64368d71a992529d94f.txt,1631,60
a81194354bea65a7d791c61a2b6d94df.txt,2310,47
e1e7a58fd82e7fc73a73ebe482568a49.txt,1338,31
3113ff50ff3e588c855c535d1872b25a.txt,2194,35
325846ac162fba04bc24386e6ba581a9.txt,1342,19
f095f2d42d37b26e7ff20d773f1d4ddd.txt,294,8
b076f2d3c671ec246f4ec0634adafa05.txt,2027,41
c74db5ca52d6b1b597047dbeb2dcff2d.txt,3012,95
03d7aaee0300f1ebc1e3e69b29950901.txt,781,30
0c6c6d28bd666280abf3bdd55cf161fc.txt,2632,66
e05bf5913f3fde82b0898d8c436490b8.txt,4074,125
4f3441473876e2ebe8b437e2482996cd.txt,3341,55
c1915aa31fde81e3748f9f1fd983135f.txt,1490,4
1ae747e96b91a864a1a9a0022cdfa97f.txt,1638,20
4e0382056b7ae32f75de8d414b12e968.txt,3562,75
2f95bfc435ce36c0566b678e8587f442.txt,5956,145
31f47c63ed45a5ab23c2359a9970fc1c.txt,114,8
a3f4cf1ab8f090933fb1d911f56f9132.txt,1656,32
b77848b1cafb79cd63a6b2e32ffa1d02.txt,992,9
ac7feb371a8fcb3d1a30fea53c6d99d6.txt,1390,44
f29787b9bf801ef93f6fa0e48875d4a6.txt,1300,20
524429c0d3fde339f4cc1bd71384cca3.txt,2090,41
2426b216b1b670962c7574f8d1787aff.txt,2611,82
34c456acadedda93daff037fb82ae152.txt,2658,62
029943ceafd9b6a7909cd1822aa7030d.txt,1306,34
7b1cd56278066e44271d7692fd69d2d4.txt,3634,100
d8c5ea6e9f3640e86500986778343625.txt,2461,48
ff70bd5745b90be577ffe2d75d765366.txt,4290,120
eda6103a90d2b50cd628a0bd3e8e350c.txt,666,10
b4f970dc4d26429fdd2c98db36def1df.txt,2932,67
e065361cd3555f931c995e3f854fca83.txt,2502,22
b9adedc9324b3574e0d450e07faafc96.txt,663,28
12ba7b72c115f46d687742775225b1ab.txt,4530,111
87e003a85979a148d6692d955e7b64be.txt,1710,39
100db7dfece68236155d679d929414c7.txt,736,21
fa28af50cc05e63b01bdcae8e025ba40.txt,3087,64
e739b8b56300ed1da49a880485dd5c35.txt,659,23
457122f9c6edf71dcdf6c6d6741e8fd0.txt,1278,47
c989e08ba4467a7b6b90ad9091cd63f8.txt,2103,45
4368dca39f66d1a03b471b1f544b498c.txt,6520,122
15a4c79ddd611631a8adc3af965e683b.txt,303,7
3de3ade2e28341ad8a88b3d8f8e53988.txt,3466,104
e2acb63799b1535d5f2e819c694ce028.txt,319,11
34df7ab510095350515da72ee8aed4a9.txt,3946,72
5bc1cb4cb33486501510fe1b4c0c0c55.txt,2352,35
a74c5fb6f80a78f0ed0da7ab10d4b84f.txt,1029,31
30b0c49ad23a7578f73d8582b262c829.txt,167,6
aa83fe759678d7f9ca1d90f8f1f5d3a0.txt,1645,26
805f2c76f77116b757b0e40d193c4f81.txt,1371,19
62de22bd0fc0a6b31ae4c8b506337739.txt,737,28
eb3c7e070447aed2ade9b322f70f744a.txt,1514,13
ad06036d65abd0665f1436cf13704268.txt,5224,101
4b83be54dd629f4abf6ec36a45d0001f.txt,2415,71
be6175ea4ec988d8e604b9aed90d1c9f.txt,1631,32
f6e954f7b011cfaf703ebe4dda9322bc.txt,4624,100
bb6e34f9c6c380dd75a5e3a9c5a99e5f.txt,2045,50
983bfd2f5c09bd38b860ba86fff14fec.txt,596,17
4efc62477ebd1ba7a7780edd1449c6f5.txt,639,15
661a73c271b2550c8aa54695e6e343cd.txt,2590,29
a1fa1129410e1464230f7daa9398bf6e.txt,3540,91
6766171fcb080b01a88caded994db4f0.txt,1662,45
597eaa82013548abddf731c9091bf933.txt,4457,106
d0cbaeb298a9cf8767bb01f328fd6b8d.txt,1087,49
b93337858385750be9118f9822560dd7.txt,534,9
77b4d091dd5caaea91f0acc67eab2dad.txt,460,4
0249bdc0dca846186831d717b2606217.txt,2747,98
a1b4fc864dadf8cf386f98db0e67cbe8.txt,553,8
ef38f839db8ee70a4ecb7f74db903bed.txt,1645,27
b86c7f76aad1c3b5eee10b08472589a2.txt,2556,43
08c3bb0ed656c107864b5cb6d98a4f6f.txt,1128,6
bf7748e6fa744f5fc5a764ebd4e7893a.txt,3354,85
46cbb0a696de60cc5021754aa11efa84.txt,2142,83
0ae0f411ca39721c7344a338e13c0644.txt,1160,35
bcaa72a4041811e2982f2c9bc84a333f.txt,1935,1
196bfa946126c6bb055e284d125faf42.txt,2912,73
08b8eac311ddbd07caece74d23a45966.txt,2909,41
fac27b887b83a25e6ff07cb0bec7479b.txt,1975,26
50547185c3cb806e3675192436eff483.txt,1377,51
c8dceb28a873deafbfee37c3fef26a07.txt,1464,23
55d8c46a23dc5053f12bf76b1d106cd0.txt,2317,45
7301063ecc20dc30d1b653c7cfc18a0c.txt,2314,67
e3ffca192c4039bf1f95af8fa84f60c6.txt,2355,8
0b74109c95f36a94377246e9e0e87694.txt,1424,34
2ba8f56f39502e358e59af67f7213ee2.txt,2065,50
60879fd6303501c0092c8c82664af4e0.txt,5693,98
f75f197bc6efdf7a64b0297470e73fec.txt,3329,111
c1fceec3dbe32cae9f63d54f9579b6fa.txt,1459,20
d2111f4bc0f6534ca118bbf6592e0e75.txt,1623,56
eabe26e199feb9c71c9df4dfadefb0b5.txt,2142,46
5525775e9384dddbb16ab7cd6374fc14.txt,2578,42
48af904fce091a6f03c648f55019c53c.txt,1010,20
37a3eac8705674360c7ad0656f417cf2.txt,4959,140
d25c0b0538fe4a8d5d97b40fa21bbfd8.txt,1559,35
39c080d2e86c1e85522d31ad843f8f11.txt,1312,23
d063c01ced1e4214bd0bd7a4b47ac0f3.txt,2625,43
8f946d0ea453b1fae5a9df125618170c.txt,2281,54
32526302aef6fc2f2543cc0bd6a43f3b.txt,3118,58
bade085059dc7e7999db0563dcbc57c8.txt,1314,28
2ef84bd3c404bb33835e06211e6053d3.txt,2777,101
f4a5e3c1da1acc16ebed7e57860cbdc9.txt,1297,58
7ca9ba6ecc177d27b3fb44edf78aa82b.txt,1007,22
032c95ae9bb6d5142c39ddacbd4a250c.txt,628,18
28c4d02fbe92fa84b3509895d991d186.txt,1383,37
826a93c0e929c36b3c5ba60f711b2365.txt,844,21
30b182564d879d9384b52902f82eb031.txt,1786,3
c726e662792200002592abf16fe50da8.txt,4490,107
913608435128d12bc51e13d13c1a8c09.txt,2186,52
